,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11951,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,4,15,19
11952,1,1,1,13,0,0,0,2,0.16,0.1818,0.8,0.1343,24,175,199
11953,2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211
11954,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11
11955,4,1,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151
11956,4,0,12,12,0,4,1,1,0.28,0.2576,0.52,0.3284,8,148,156
11957,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836,1,31,32
11958,2,0,6,5,0,6,0,1,0.5,0.4848,0.64,0.0,3,5,8
11959,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5
11960,2,1,5,3,0,0,0,2,0.54,0.5152,0.83,0.19399999999999998,9,19,28
11961,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91
11962,4,0,11,5,0,4,1,2,0.36,0.3485,1.0,0.1343,1,22,23
11963,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2
11964,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62
11965,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221
11966,1,0,2,21,0,2,1,1,0.14,0.1061,0.33,0.4627,8,46,54
11967,2,0,4,10,0,5,1,1,0.56,0.5303,0.4,0.2836,57,99,156
11968,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196
11969,1,1,12,11,0,6,0,3,0.2,0.2424,0.93,0.0896,7,38,45
11970,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1
11971,1,1,2,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116
11972,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34
11973,4,0,12,10,0,3,1,3,0.44,0.4394,1.0,0.0896,1,32,33
11974,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195
11975,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,30,102,132
11976,1,0,1,10,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55
11977,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,6
11978,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11
11979,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460
11980,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169
11981,3,1,9,13,0,4,1,1,0.7,0.6364,0.42,0.0,60,223,283
11982,3,0,7,5,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25
11983,4,0,12,18,0,5,1,1,0.4,0.4091,0.5,0.0,10,362,372
11984,2,1,4,4,0,5,1,2,0.34,0.3333,0.53,0.1343,1,4,5
11985,1,1,12,6,0,1,1,1,0.2,0.2576,0.75,0.0,1,16,17
11986,4,1,12,6,0,4,1,2,0.3,0.3333,0.65,0.0,4,114,118
11987,2,0,6,21,0,4,1,1,0.66,0.6212,0.31,0.19399999999999998,33,215,248
11988,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613
11989,4,1,11,5,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,8
11990,3,0,7,17,0,5,1,1,0.82,0.6970000000000001,0.21,0.19399999999999998,99,362,461
11991,4,1,12,17,0,1,1,2,0.48,0.4697,0.82,0.2836,38,578,616
11992,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39,430,469
11993,2,1,4,5,0,2,1,1,0.32,0.3333,0.66,0.0896,2,25,27
11994,4,1,11,19,0,4,1,1,0.3,0.2879,0.52,0.19399999999999998,18,326,344
11995,4,1,12,15,0,4,1,2,0.34,0.3333,0.57,0.19399999999999998,33,216,249
11996,3,0,7,22,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,25,71,96
11997,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265
11998,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
11999,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206
12000,3,0,6,5,0,6,0,1,0.62,0.6061,0.61,0.1343,6,8,14
12001,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26
12002,1,1,2,17,0,3,1,1,0.58,0.5455,0.43,0.19399999999999998,31,508,539
12003,1,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,10,134,144
12004,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0.0,29,136,165
12005,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206
12006,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314
12007,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
12008,3,0,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,30,190,220
12009,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14
12010,1,1,2,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62
12011,4,0,12,4,0,6,0,1,0.22,0.2273,0.75,0.1343,1,7,8
12012,3,0,7,16,0,4,1,1,0.76,0.6667,0.33,0.1343,43,231,274
12013,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12
12014,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215
12015,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833
12016,2,1,5,16,0,6,0,2,0.7,0.6364,0.21,0.19399999999999998,254,337,591
12017,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186
12018,3,1,8,17,0,5,1,1,0.8,0.7424,0.52,0.2836,111,619,730
12019,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39
12020,2,0,5,12,0,0,0,1,0.62,0.5909,0.73,0.2985,120,247,367
12021,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374
12022,2,1,6,13,0,6,0,1,0.82,0.6970000000000001,0.24,0.2836,236,349,585
12023,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470
12024,3,0,8,0,0,3,1,1,0.66,0.6212,0.69,0.0896,8,16,24
12025,2,1,6,2,0,5,1,1,0.64,0.6212,0.57,0.2239,3,13,16
12026,3,0,8,17,0,0,0,1,0.72,0.6970000000000001,0.79,0.1343,91,179,270
12027,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410
12028,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,9,75,84
12029,2,1,5,15,0,5,1,1,0.66,0.6212,0.36,0.19399999999999998,131,260,391
12030,4,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,0,1,1
12031,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60
12032,3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245
12033,3,0,6,9,0,5,1,1,0.74,0.6818,0.62,0.1343,28,203,231
12034,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215
12035,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5
12036,1,1,12,1,0,1,1,1,0.18,0.1818,0.55,0.19399999999999998,6,13,19
12037,2,0,6,10,0,0,0,2,0.62,0.5909,0.73,0.0896,83,168,251
12038,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268
12039,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.19399999999999998,68,176,244
12040,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154
12041,2,1,5,18,0,0,0,1,0.76,0.7121,0.58,0.2985,266,252,518
12042,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,23
12043,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.19399999999999998,149,227,376
12044,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188
12045,3,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,65,277,342
12046,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.19399999999999998,1,4,5
12047,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201
12048,2,0,6,13,0,6,0,1,0.76,0.6970000000000001,0.55,0.0,135,192,327
12049,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158
12050,3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,5,64,69
12051,2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259
12052,1,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63
12053,2,0,4,0,0,3,1,1,0.3,0.3182,0.49,0.1045,0,15,15
12054,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,10,62,72
12055,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275
12056,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62
12057,4,0,11,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311
12058,2,1,4,10,0,0,0,1,0.42,0.4242,0.67,0.0896,127,253,380
12059,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223
12060,1,1,3,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721
12061,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264
12062,1,1,12,19,0,6,0,2,0.3,0.2424,0.61,0.2537,7,90,97
12063,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1
12064,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367
12065,2,0,5,10,0,6,0,1,0.62,0.6061,0.61,0.1045,122,201,323
12066,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5
12067,4,1,11,3,0,0,0,1,0.34,0.3636,0.81,0.0,9,39,48
12068,3,1,7,16,0,1,1,1,0.82,0.7727,0.52,0.1343,111,346,457
12069,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50,246,296
12070,2,1,5,2,0,0,0,1,0.56,0.5303,0.52,0.0,36,62,98
12071,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.19399999999999998,175,380,555
12072,2,0,5,10,0,2,1,1,0.7,0.6515,0.61,0.3284,18,90,108
12073,1,0,1,10,0,3,1,1,0.22,0.19699999999999998,0.37,0.3284,4,53,57
12074,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294
12075,2,0,4,13,0,5,1,3,0.36,0.3333,0.76,0.2836,7,35,42
12076,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297
12077,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,20,161,181
12078,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225
12079,4,0,12,1,0,6,0,2,0.26,0.2576,0.7,0.1642,11,55,66
12080,2,1,5,12,0,2,1,2,0.7,0.6515,0.58,0.2239,41,228,269
12081,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335
12082,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244
12083,3,0,8,8,0,1,1,1,0.64,0.5909,0.78,0.3284,29,326,355
12084,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202
12085,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,3,8,11
12086,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5
12087,3,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,6,7,13
12088,3,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,53,189,242
12089,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.19399999999999998,0,8,8
12090,4,1,10,15,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568
12091,3,0,8,0,0,5,1,3,0.68,0.6364,0.69,0.19399999999999998,9,53,62
12092,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320
12093,3,1,7,21,0,2,1,2,0.7,0.6515,0.7,0.2836,36,160,196
12094,1,1,12,8,0,3,1,3,0.2,0.1818,0.86,0.3284,0,31,31
12095,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94
12096,2,1,5,8,0,4,1,1,0.46,0.4545,0.67,0.3582,27,603,630
12097,2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91
12098,2,1,5,12,0,4,1,1,0.7,0.6515,0.58,0.1045,76,213,289
12099,2,1,3,20,0,5,1,1,0.66,0.6212,0.47,0.1343,117,328,445
12100,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168
12101,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46
12102,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204
12103,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,7,22,29
12104,4,0,11,4,1,5,0,1,0.3,0.2879,0.61,0.19399999999999998,0,8,8
12105,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177
12106,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0.0,0,5,5
12107,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137
12108,4,0,11,4,0,3,1,1,0.3,0.3333,0.87,0.0,0,4,4
12109,3,1,7,21,0,2,1,1,0.68,0.6364,0.79,0.19399999999999998,60,292,352
12110,3,0,9,16,0,2,1,3,0.54,0.5152,0.94,0.3881,11,95,106
12111,3,1,8,0,0,1,1,2,0.6,0.5606,0.83,0.1045,1,25,26
12112,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182
12113,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372
12114,1,0,2,7,0,2,1,1,0.24,0.19699999999999998,0.65,0.4179,3,97,100
12115,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10
12116,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76,126,202
12117,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540
12118,2,1,5,5,1,1,0,1,0.6,0.5758,0.78,0.1343,4,5,9
12119,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83
12120,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,7,23,30
12121,4,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.19399999999999998,42,190,232
12122,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12
12123,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,0,7,7
12124,1,1,2,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195
12125,3,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,161,365,526
12126,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
12127,2,1,4,18,0,5,1,1,0.5,0.4848,0.22,0.4627,104,380,484
12128,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622
12129,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111
12130,2,1,5,3,0,6,0,1,0.58,0.5455,0.83,0.0,11,21,32
12131,3,1,7,20,0,2,1,3,0.76,0.6970000000000001,0.55,0.4925,80,296,376
12132,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204
12133,1,0,1,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
12134,3,0,6,1,0,1,1,2,0.62,0.5909,0.78,0.1343,4,11,15
12135,3,1,8,22,0,2,1,1,0.72,0.6818,0.66,0.0896,28,161,189
12136,1,1,3,0,0,0,0,1,0.46,0.4545,0.88,0.19399999999999998,27,80,107
12137,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401
12138,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249
12139,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148
12140,3,1,8,21,0,0,0,3,0.62,0.5909,0.78,0.0896,36,154,190
12141,3,1,9,15,0,6,0,1,0.74,0.6667,0.48,0.3881,307,443,750
12142,2,1,5,20,0,5,1,1,0.62,0.6212,0.41,0.1642,73,264,337
12143,2,0,5,10,0,2,1,3,0.54,0.5152,0.88,0.2537,31,73,104
12144,4,0,12,4,0,6,0,2,0.26,0.2727,0.65,0.1045,0,3,3
12145,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180
12146,2,1,4,18,0,3,1,1,0.6,0.5909,0.2,0.2836,60,649,709
12147,2,1,5,23,0,2,1,3,0.56,0.5303,0.88,0.1045,13,58,71
12148,1,1,2,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432
12149,3,0,8,12,0,1,1,1,0.74,0.6818,0.58,0.2836,62,116,178
12150,2,0,3,21,0,1,1,1,0.32,0.3333,0.21,0.1343,6,55,61
12151,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,21,78,99
12152,2,1,5,22,0,5,1,1,0.56,0.5303,0.52,0.3284,57,194,251
12153,3,1,8,11,0,3,1,2,0.74,0.6818,0.58,0.19399999999999998,80,155,235
12154,3,0,9,11,0,3,1,2,0.62,0.5758,0.83,0.1642,42,138,180
12155,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85
12156,2,0,5,7,0,4,1,2,0.5,0.4848,1.0,0.0,18,239,257
12157,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84
12158,2,0,5,4,0,5,1,1,0.64,0.6061,0.69,0.1343,2,5,7
12159,2,1,4,19,0,0,0,1,0.56,0.5303,0.35,0.1343,128,247,375
12160,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,105,719,824
12161,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,1,6,7
12162,3,1,9,18,0,6,0,1,0.72,0.6667,0.54,0.2836,171,427,598
12163,1,1,12,20,0,0,0,1,0.26,0.303,0.65,0.0,0,52,52
12164,3,0,8,18,0,6,0,1,0.76,0.7121,0.58,0.2537,169,225,394
12165,4,0,11,2,0,2,1,2,0.36,0.3485,0.81,0.1642,1,3,4
12166,4,0,10,23,0,6,0,1,0.22,0.2273,0.87,0.19399999999999998,3,33,36
12167,4,0,10,14,0,3,1,2,0.52,0.5,0.77,0.0,14,52,66
12168,2,0,4,21,0,0,0,2,0.42,0.4242,0.44,0.2239,8,37,45
12169,2,1,4,8,0,2,1,1,0.34,0.3182,0.61,0.2537,12,599,611
12170,3,0,7,1,0,3,1,1,0.76,0.6970000000000001,0.55,0.0,1,11,12
12171,2,1,4,4,0,0,0,2,0.36,0.3485,0.87,0.1343,0,4,4
12172,3,1,7,16,0,0,0,2,0.8,0.8029999999999999,0.66,0.2239,65,226,291
12173,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
12174,2,0,5,14,1,1,0,1,0.88,0.8029999999999999,0.39,0.0,142,185,327
12175,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0.0,24,133,157
12176,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
12177,4,1,10,14,0,0,0,2,0.44,0.4394,0.67,0.0,71,243,314
12178,4,1,10,7,1,1,0,2,0.34,0.3333,0.76,0.1642,3,151,154
12179,1,0,2,5,0,5,1,1,0.08,0.1212,0.63,0.0896,0,4,4
12180,4,0,12,14,0,2,1,2,0.44,0.4394,0.58,0.1045,11,127,138
12181,4,0,10,3,0,3,1,1,0.46,0.4545,0.82,0.1045,1,5,6
12182,1,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,28,178,206
12183,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3
12184,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123
12185,2,1,4,11,0,1,1,2,0.32,0.2879,0.7,0.3582,10,91,101
12186,4,1,11,17,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374
12187,2,1,4,15,0,3,1,1,0.58,0.5455,0.19,0.1642,47,182,229
12188,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6
12189,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155
12190,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388
12191,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56
12192,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,70,186,256
12193,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191
12194,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343,4,30,34
12195,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416
12196,2,1,5,13,0,0,0,1,0.7,0.6364,0.37,0.2836,244,363,607
12197,4,0,12,20,0,1,1,2,0.46,0.4545,0.82,0.1045,15,190,205
12198,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426
12199,4,1,10,14,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270
12200,2,0,4,19,0,5,1,1,0.34,0.303,0.49,0.3284,16,120,136
12201,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27
12202,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.19399999999999998,31,158,189
12203,4,1,12,19,0,6,0,2,0.32,0.3485,0.81,0.0,30,219,249
12204,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.19399999999999998,0,39,39
12205,3,0,8,11,0,1,1,1,0.88,0.7727,0.32,0.1642,53,66,119
12206,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9
12207,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
12208,3,1,8,10,0,4,1,1,0.74,0.6818,0.58,0.0896,76,157,233
12209,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397
12210,3,0,8,4,0,4,1,2,0.68,0.6364,0.89,0.0,0,7,7
12211,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,11,129,140
12212,4,0,11,0,0,6,0,1,0.32,0.2879,0.45,0.3582,4,48,52
12213,2,0,3,10,0,2,1,1,0.3,0.2727,0.24,0.2985,13,46,59
12214,2,0,5,18,0,6,0,2,0.56,0.5303,0.88,0.2239,88,216,304
12215,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5
12216,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0.0,13,23,36
12217,3,1,9,21,0,0,0,1,0.6,0.6212,0.56,0.1045,43,148,191
12218,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21
12219,4,0,11,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287
12220,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190
12221,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4,4,8
12222,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111
12223,3,1,9,18,0,1,1,2,0.62,0.5909,0.73,0.1642,66,708,774
12224,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
12225,2,0,4,13,0,6,0,1,0.34,0.3333,0.81,0.1343,56,81,137
12226,3,0,9,1,0,0,0,1,0.66,0.6061,0.83,0.1343,37,38,75
12227,2,1,5,8,0,5,1,1,0.52,0.5,0.59,0.1343,49,696,745
12228,1,0,1,12,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79
12229,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6
12230,3,1,9,15,0,4,1,1,0.66,0.6212,0.47,0.19399999999999998,60,231,291
12231,1,0,2,16,0,4,1,1,0.2,0.1818,0.27,0.2985,4,76,80
12232,3,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.19399999999999998,199,280,479
12233,2,0,5,1,0,3,1,3,0.58,0.5455,0.83,0.19399999999999998,6,2,8
12234,2,0,5,17,0,2,1,1,0.7,0.6515,0.61,0.1045,56,492,548
12235,4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,20,150,170
12236,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228
12237,3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,72,251,323
12238,2,1,4,16,0,5,1,1,0.52,0.5,0.29,0.2537,105,335,440
12239,3,1,6,10,0,5,1,1,0.9,0.8333,0.39,0.2985,32,139,171
12240,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,5,15,20
12241,4,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10
12242,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383
12243,4,0,11,6,0,4,1,3,0.36,0.3485,0.57,0.2239,3,72,75
12244,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187
12245,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279
12246,1,0,12,3,0,4,1,1,0.44,0.4394,0.67,0.1642,0,6,6
12247,2,0,4,8,0,6,0,2,0.32,0.303,0.93,0.1642,7,47,54
12248,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179
12249,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835
12250,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.19399999999999998,1,7,8
12251,2,1,5,17,0,0,0,2,0.62,0.6061,0.65,0.1343,195,316,511
12252,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435
12253,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5
12254,2,1,4,21,0,3,1,1,0.34,0.303,0.57,0.3881,11,154,165
12255,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,12,67,79
12256,2,0,5,19,0,2,1,1,0.66,0.6212,0.74,0.19399999999999998,45,310,355
12257,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593
12258,4,1,12,8,0,6,0,2,0.38,0.3939,0.94,0.0896,5,106,111
12259,3,0,9,10,0,6,0,3,0.66,0.6212,0.65,0.2537,90,168,258
12260,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229
12261,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985,15,43,58
12262,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52
12263,2,1,4,6,0,6,0,1,0.34,0.3333,0.49,0.19399999999999998,10,18,28
12264,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296
12265,4,0,11,15,0,0,0,2,0.52,0.5,0.68,0.19399999999999998,109,242,351
12266,4,1,10,3,0,6,0,1,0.54,0.5152,0.77,0.2239,2,54,56
12267,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.19399999999999998,34,137,171
12268,4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,20
12269,3,0,8,16,0,4,1,1,0.8,0.6970000000000001,0.27,0.19399999999999998,57,241,298
12270,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5
12271,1,1,1,2,0,2,1,1,0.3,0.2879,0.42,0.2239,0,2,2
